timestamp,open,high,low,close,volume,close_time,quote_av,trades,tb_base_av,tb_quote_av,ignore
2020-09-21,371.04,376.8,331.0,340.36,1283946.03098,1600732799999,452134893.63405806,472560,614255.1333699999,216255854.30576968,0.0
2020-09-22,340.31,346.91,335.34,344.21,842731.12878,1600819199999,288166815.515037,286593,406238.87933,138901899.7512951,0.0
2020-09-23,344.18,344.65,313.29,320.72,940904.49756,1600905599999,313808761.09043884,323226,451952.70895,150859607.7649499,0.0
2020-09-24,320.72,353.1,316.67,348.97,1071705.09721,1600991999999,360708689.40437967,371450,541195.93188,182260574.83696908,0.0
2020-09-25,348.97,358.0,337.58,351.92,860643.77924,1601078399999,298266918.80064845,310536,428498.41778,148520979.7155327,0.0
2020-09-26,351.93,356.4,345.88,353.92,530879.20755,1601164799999,186812160.37543687,217834,265973.62355,93597365.186279,0.0
2020-09-27,353.95,362.14,347.24,357.49,569568.55041,1601251199999,202411362.68323287,230526,278104.49527,98851342.5173505,0.0
2020-09-28,357.58,368.2,351.7,353.96,757758.4304,1601337599999,273063157.78999114,261317,365322.52821,131705221.4936588,0.0
2020-09-29,353.91,360.63,350.45,359.79,585143.16892,1601423999999,208028826.4871165,214988,296028.84893000004,105268925.8029457,0.0
2020-09-30,359.78,361.5,351.56,359.83,498943.23226,1601510399999,177784824.5178192,173910,258138.87585,92021033.1170965,0.0
2020-10-01,359.83,370.45,345.51,352.85,758349.31959,1601596799999,271468849.7985116,288354,361455.09687,129606992.62340271,0.0
2020-10-02,352.83,354.55,334.24,345.6,733571.8421100002,1601683199999,251829017.51948017,286023,359044.99342,123230178.0144074,0.0
2020-10-03,345.6,351.0,343.7,345.95,303595.71901,1601769599999,105401893.35734358,136755,157899.99434,54819449.944697,0.0
2020-10-04,345.94,354.45,343.81,352.37,343932.91712,1601855999999,119961274.7006572,138736,168705.23259,58850037.6041394,0.0
2020-10-05,352.34,356.1,348.54,353.62,376740.30692,1601942399999,132656713.04409388,145787,185554.40142,65347144.9732811,0.0
2020-10-06,353.63,355.1,336.8,340.75,640063.26951,1602028799999,221765553.5868092,240812,311147.69014,107797282.7578323,0.0
2020-10-07,340.8,342.85,332.18,341.58,541928.8637600001,1602115199999,183873686.39043152,195112,267972.41424,90930067.0439116,0.0
2020-10-08,341.58,353.32,334.21,350.95,631794.8756,1602201599999,217322066.9780238,220053,332296.23857,114406629.9686365,0.0
2020-10-09,350.94,368.33,347.32,365.02,650478.1933800001,1602287999999,232878561.8852136,241168,347090.0467,124302113.2312081,0.0
2020-10-10,365.01,378.4,364.71,370.52,591005.32129,1602374399999,220607973.0122732,253825,299965.65391,111977478.8785421,0.0
2020-10-11,370.51,377.6,368.87,374.16,373318.23779,1602460799999,139329772.5403167,164475,187969.33051,70162446.927013,0.0
2020-10-12,374.17,394.8,365.58,386.51,844422.65444,1602547199999,320587055.5297957,309500,427311.17538,162322201.3432568,0.0
2020-10-13,386.51,387.75,374.51,381.04,645141.91394,1602633599999,246276552.0090227,239460,315226.91813,120349073.75065891,0.0
2020-10-14,381.05,387.41,373.13,378.69,569557.8293600001,1602719999999,216288026.9592086,214375,278390.33609,105736024.7795897,0.0
2020-10-15,378.69,381.79,369.85,377.64,634038.09453,1602806399999,238396852.7839282,228454,308053.83962,115864353.6626517,0.0
2020-10-16,377.63,379.83,361.18,365.5,654029.36404,1602892799999,241127894.70245084,255775,308695.25396,113825303.5295454,0.0
2020-10-17,365.5,370.46,363.36,368.32,285578.24537,1602979199999,104838880.4561034,126045,139908.84552,51365997.4264025,0.0
2020-10-18,368.31,378.64,367.1,378.11,323468.47095,1603065599999,120818450.6211803,133043,166936.80184,62359187.4928432,0.0
2020-10-19,378.12,384.32,372.5,379.3,577252.90265,1603151999999,218372639.9570232,224887,281217.97666,106363380.1985865,0.0
2020-10-20,379.3,380.73,365.27,368.52,617309.81677,1603238399999,229928443.79691,251051,288156.13039,107315894.5140845,0.0
2020-10-21,368.53,401.49,367.74,390.38,1221663.63784,1603324799999,472488832.7162745,450963,632070.29962,244519977.2820982,0.0
2020-10-22,390.31,420.73,390.21,413.98,1095897.20667,1603411199999,447211002.5012588,412013,560444.09814,228790705.50160167,0.0
2020-10-23,413.94,419.33,401.3,409.11,727832.3224,1603497599999,299943190.9306372,293671,353573.61208,145754753.83309308,0.0
2020-10-24,409.19,416.66,407.0,412.14,419236.87106,1603583999999,172799824.648682,182680,207090.61075,85377261.1625327,0.0
2020-10-25,412.14,417.4,402.5,405.86,415586.9761,1603670399999,170054743.3187452,177854,192487.98412,78807422.93383442,0.0
2020-10-26,405.85,411.11,382.3,392.52,895142.67266,1603756799999,356208480.58571184,329493,408392.37075,162532499.7663661,0.0
2020-10-27,392.52,410.25,389.9,403.45,754244.37552,1603843199999,302522886.82653,286217,373014.52987,149645515.3821606,0.0
2020-10-28,403.41,409.2,380.52,388.23,855275.46882,1603929599999,335751199.3037473,348661,407244.62775,159935755.1181961,0.0
2020-10-29,388.22,393.72,380.52,387.13,573096.01416,1604015999999,222669504.8753169,248649,283010.62488,109967352.1061802,0.0
2020-10-30,387.12,391.97,373.29,382.49,771750.74746,1604102399999,294342545.98087454,289735,384404.74738,146595612.9915913,0.0
2020-10-31,382.59,394.88,379.9,386.46,467453.8105,1604188799999,181136851.45374128,218528,238043.3112,92253593.4378628,0.0
2020-11-01,386.44,398.29,384.61,396.67,438952.95565,1604275199999,171238317.7003239,181369,228285.6986,89100829.2853377,0.0
2020-11-02,396.68,404.5,377.92,383.02,779968.57957,1604361599999,304223545.89203435,290370,382924.26079,149479791.084006,0.0
2020-11-03,383.01,390.0,370.23,387.88,752954.37114,1604447999999,286291773.96848446,280412,366506.416,139475874.91715258,0.0
2020-11-04,387.88,408.39,376.47,402.49,1157064.35076,1604534399999,454481208.4020098,392310,600951.5960199999,236190448.2883348,0.0
2020-11-05,402.5,420.4,396.14,416.69,1475139.77342,1604620799999,601591250.4012487,513574,733696.1277600002,299466668.0114486,0.0
2020-11-06,416.73,458.27,414.76,455.91,1682440.96026,1604707199999,736015135.6272103,666505,883105.6893600002,386541087.4308973,0.0
2020-11-07,455.91,468.28,424.14,435.21,1653416.5961,1604793599999,743871175.7821232,674858,831369.37192,374507765.4483765,0.0
2020-11-08,435.2,460.1,431.99,454.3,840908.4684100002,1604879999999,375679148.23503965,354341,424300.36519,189644075.4008147,0.0
2020-11-09,454.29,459.1,433.09,444.32,1099213.24641,1604966399999,491928164.9812434,469947,523180.45111,234223108.9894274,0.0
2020-11-10,444.32,455.0,438.7,450.34,866872.4110799999,1605052799999,388190148.2078951,384228,437244.02871,195856348.18969545,0.0
2020-11-11,450.34,476.25,449.28,463.09,1205782.84262,1605139199999,559228791.8903509,560360,626267.49881,290487786.9561511,0.0
2020-11-12,463.09,470.0,451.2,462.39,990776.62912,1605225599999,455971309.2168546,411840,471577.98126,217115755.31874192,0.0
2020-11-13,462.48,478.01,457.12,476.43,976665.09752,1605311999999,456232937.2061303,427363,509344.22798,238031863.05169848,0.0
2020-11-14,476.42,477.47,452.0,460.89,735252.7854,1605398399999,340142257.19369763,350772,347000.03929,160634962.0048143,0.0
2020-11-15,460.9,462.89,440.19,448.08,665217.56671,1605484799999,301406126.45931184,311451,307609.56539,139442342.0782617,0.0
2020-11-16,448.07,466.0,445.45,460.55,812060.44638,1605571199999,370889706.6992328,328762,407294.36897,186016422.427292,0.0
2020-11-17,460.51,484.88,459.8,482.15,1151573.37456,1605657599999,544239665.3817517,464336,591305.56754,279583957.9048394,0.0
2020-11-18,482.11,495.31,456.6,478.41,1477696.29116,1605743999999,706704397.4108689,637641,741745.06753,355029605.61622614,0.0
2020-11-19,478.43,480.75,464.86,471.25,817418.52685,1605830399999,387199111.37944734,404737,389266.26994,184475868.3460188,0.0
2020-11-20,471.26,514.4,470.65,510.12,1516361.90736,1605916799999,756660192.8607566,607663,781483.37009,389816150.4062755,0.0
2020-11-21,510.12,553.32,502.82,552.35,1548851.29067,1606003199999,815402228.5228121,649077,789354.14815,415699828.623278,0.0
2020-11-22,552.42,580.88,511.28,560.03,1850317.93581,1606089599999,1014064539.0881492,768900,910655.85789,499466614.3657858,0.0
2020-11-23,560.03,610.85,550.12,608.58,2076008.84846,1606175999999,1218150934.3114774,896026,1056711.75846,620234259.8205665,0.0
2020-11-24,608.58,623.0,585.0,604.97,1606450.49193,1606262399999,976376501.3114748,838352,801041.86277,487114657.4657051,0.0
2020-11-25,604.98,606.0,553.83,569.5,1219440.02727,1606348799999,716972340.6745201,657386,576127.36549,339032707.42864066,0.0
2020-11-26,569.38,577.14,481.0,519.83,2683460.74171,1606435199999,1386030255.168072,1259051,1291907.71331,667402458.3455071,0.0
2020-11-27,519.83,530.62,493.72,518.68,1088064.28114,1606521599999,558985308.9023646,578800,546528.97953,280820318.0488382,0.0
2020-11-28,518.59,547.94,506.59,537.52,900508.6143100002,1606607999999,475169074.6903888,456028,466164.6993,245997234.1383186,0.0
2020-11-29,537.5,576.9,530.32,576.3,855276.46664,1606694399999,471629262.24329853,454026,440702.88199,243151356.5169676,0.0
2020-11-30,576.32,616.85,570.07,616.66,1501989.4540799996,1606780799999,895373784.8300444,717837,762000.09958,454509095.97326815,0.0
2020-12-01,616.65,635.7,560.0,585.26,2163875.81376,1606867199999,1300668283.3196802,1018862,1053325.00335,633883748.8979776,0.0
2020-12-02,585.26,604.93,575.0,596.89,1069538.65619,1606953599999,632858653.2050233,604591,532480.45583,315241714.26318187,0.0
2020-12-03,596.88,623.44,585.82,615.85,935687.91723,1607039999999,568024618.9410392,513555,481922.57902,292623478.6313689,0.0
2020-12-04,615.84,620.0,565.82,567.24,1052452.78666,1607126399999,624543865.9008652,556641,488225.14672,289993182.86860675,0.0
2020-12-05,567.24,597.11,560.88,596.8,701567.95564,1607212799999,410382624.7425348,389600,362873.30755,212540315.0384636,0.0
2020-12-06,596.82,607.5,583.0,601.54,602496.9633899999,1607299199999,359236400.2949933,363661,311000.01314,185485506.35937247,0.0
2020-12-07,601.59,603.15,584.22,591.28,498329.37589,1607385599999,295598087.027998,347036,236796.14093,140496350.9512805,0.0
2020-12-08,591.27,595.0,549.22,554.94,804443.00717,1607471999999,461781203.1617209,422868,371889.68919,213672984.7622156,0.0
2020-12-09,554.92,578.08,530.43,573.09,997192.16738,1607558399999,555142155.8826529,535975,503291.69076,280447024.92060906,0.0
2020-12-10,573.2,575.7,548.11,558.99,608414.51466,1607644799999,341352126.267061,376548,301401.59013,169125585.10276517,0.0
2020-12-11,558.99,560.8,535.5,544.43,768921.78317,1607731199999,419607430.4473457,400545,369206.67071,201527071.6700937,0.0
2020-12-12,544.46,574.0,543.1,568.04,573913.95311,1607817599999,320867352.4615561,321104,303037.86143000005,169441251.7290865,0.0
2020-12-13,568.09,595.0,563.22,590.7,657794.46158,1607903999999,383072560.34673,359525,326199.32502,189873757.1635203,0.0
2020-12-14,590.81,591.48,575.6,586.29,493012.02706000005,1607990399999,288110223.95248795,272746,245044.70577,143226160.02563268,0.0
2020-12-15,586.29,597.2,578.58,588.64,569270.52011,1608076799999,334543178.36939216,329161,290602.59003,170832376.2494463,0.0
2020-12-16,588.78,640.0,580.71,637.18,1185588.05078,1608163199999,725009244.4077352,589563,615898.25662,376680848.0421024,0.0
2020-12-17,637.18,676.25,625.76,642.7,2006130.01975,1608249599999,1307445033.1218247,974504,975946.21679,636041218.0829991,0.0
2020-12-18,642.71,664.61,629.4,653.85,1000012.98018,1608335999999,646217791.229686,554335,496068.24065,320579472.2429112,0.0
2020-12-19,653.76,669.95,645.42,658.03,858803.8845899998,1608422399999,564029933.2588524,562281,421384.66554,276780293.9186317,0.0
2020-12-20,658.05,661.39,621.01,638.18,823958.22843,1608508799999,533109285.6519477,505181,394908.57533,255626307.212068,0.0
2020-12-21,638.1,648.0,595.9,607.58,843251.16565,1608595199999,524208673.9086238,521589,408550.632,254158056.05938065,0.0
2020-12-22,607.68,637.73,588.0,636.45,918851.25654,1608681599999,563872004.6334916,522945,466287.90424,286284535.1076497,0.0
2020-12-23,636.41,638.44,551.28,585.56,1208807.36518,1608767999999,733443630.3656117,733896,564050.80567,342705478.2103651,0.0
2020-12-24,585.48,615.02,565.43,612.31,886335.86333,1608854399999,519843556.9816631,571510,452224.32838,265331357.8984733,0.0
2020-12-25,612.31,634.24,604.28,626.82,798009.62915,1608940799999,494089140.8572328,468979,410025.85332,253924482.47283608,0.0
2020-12-26,626.78,652.91,615.26,637.44,958585.50647,1609027199999,607664782.0108948,541191,484016.30919,307006622.6987859,0.0
2020-12-27,637.44,717.13,625.0,685.11,1859968.1502900003,1609113599999,1247547956.8239436,1047001,934904.836,627557199.4599884,0.0
2020-12-28,685.1,748.09,681.04,730.41,1627154.39266,1609199999999,1180438285.4884064,961277,832490.11082,603982596.8512566,0.0
2020-12-29,730.4,740.78,689.2,732.0,1106876.35855,1609286399999,794643540.4901239,820504,543799.46855,390697226.3730564,0.0
2020-12-30,732.0,758.74,716.62,752.17,1008574.09906,1609372799999,743546676.7544626,692405,514590.35901,379464185.39099073,0.0
2020-12-31,752.17,755.74,722.0,736.42,863375.57981,1609459199999,638503822.3940648,623216,431442.91885,319087759.04187393,0.0
2021-01-01,736.42,749.0,714.29,728.91,675114.09329,1609545599999,496072043.77740735,483671,338988.53158,249240373.938684,0.0
2021-01-02,728.91,787.69,714.91,774.56,1352618.57668,1609631999999,1024472182.6120868,824134,686674.73342,519915827.01148564,0.0
2021-01-03,774.44,1011.07,768.71,978.28,2813603.88615,1609718399999,2522411859.731611,1636501,1439027.79886,1290266275.593149,0.0
2021-01-04,978.33,1162.97,890.0,1041.43,4245010.94004,1609804799999,4303634203.2196,2477862,2126337.6721,2157639019.329192,0.0
2021-01-05,1041.45,1134.6,974.45,1099.56,2706995.67525,1609891199999,2857050280.0081425,1960503,1337641.02794,1412551452.853558,0.0
2021-01-06,1100.16,1213.0,1057.26,1208.42,2390136.59334,1609977599999,2725262121.2885127,1600888,1227955.8885,1401239480.5305786,0.0
2021-01-07,1208.75,1289.0,1131.0,1224.87,1972922.82059,1610063999999,2406219891.3685346,1402699,974726.97516,1189746026.1513846,0.0
2021-01-08,1224.86,1273.75,1065.0,1216.93,2131172.92341,1610150399999,2543427452.580125,1718817,1042889.10509,1246619297.4198394,0.0
2021-01-09,1216.72,1304.37,1171.36,1276.0,1448871.11514,1610236799999,1780137376.4164698,1131871,746369.6968,918333130.7683301,0.0
2021-01-10,1276.0,1348.33,1170.0,1254.25,1951179.35003,1610323199999,2517791852.407762,1437486,979792.30536,1266203575.0952866,0.0
2021-01-11,1254.24,1260.0,915.0,1087.01,4068784.65678,1610409599999,4290593989.5801773,2557613,1966216.19764,2073558269.940013,0.0
2021-01-12,1087.0,1150.02,1006.33,1050.16,2302645.34052,1610495999999,2491067092.5101275,1516625,1149858.00491,1244662146.2852807,0.0
2021-01-13,1050.36,1137.65,987.48,1129.89,1564202.39081,1610582399999,1664178969.0738044,1123983,792814.80569,844656818.2255371,0.0
2021-01-14,1129.79,1247.55,1086.7,1231.62,1555737.38556,1610668799999,1825860914.1737952,1255769,794405.96443,932454704.1013688,0.0
2021-01-15,1231.89,1256.98,1175.41,1220.73,850980.05225,1610755199999,1040394090.6669307,727059,432032.42275,528561577.5786717,0.0
2021-01-15 00:00:00,1231.89,1256.98,1069.42,1168.53,1944038.83738,1610755199999,2302781118.9587398,1519266,966118.7328100001,1145518024.4912322,0.0
2021-01-16 00:00:00,1168.48,1298.0,1151.77,1227.83,1575384.43797,1610841599999,1927453174.6117926,1252473,804431.1680300002,984555467.09146,0.0
2021-01-17 00:00:00,1227.83,1269.02,1165.0,1232.45,1317285.0057899999,1610927999999,1606424364.497042,1121278,665250.50449,811881943.4555254,0.0
2021-01-18 00:00:00,1232.5,1260.75,1182.58,1258.45,998050.11073,1611014399999,1223628040.7372608,940604,499759.24001999997,613148505.5656064,0.0
2021-01-19 00:00:00,1258.52,1438.3,1251.49,1365.36,2278852.55758,1611100799999,3120980923.930309,1840481,1158029.4029299999,1585793803.6607606,0.0
2021-01-20 00:00:00,1365.36,1407.93,1235.42,1376.99,2219137.6214400004,1611187199999,2931656296.4670005,1852253,1103381.0876,1459031149.789856,0.0
2021-01-21 00:00:00,1376.72,1390.0,1086.0,1110.96,2254164.80365,1611273599999,2787012514.78097,1823458,1088341.9681799999,1346852630.2030852,0.0
2021-01-22 00:00:00,1111.98,1273.79,1042.31,1232.62,2020593.21673,1611359999999,2360267831.3175545,1652010,1036188.85921,1212076603.470972,0.0
2021-01-23 00:00:00,1232.61,1272.44,1195.9,1233.6,1009545.0825799999,1611446399999,1250575691.7627304,932871,505750.89703999995,626781286.5809959,0.0
2021-01-24 00:00:00,1233.46,1398.83,1220.0,1392.51,1510879.53817,1611532799999,1996765627.5405192,1313986,790374.5092399998,1045052388.6384156,0.0
2021-01-25 00:00:00,1392.19,1475.0,1293.69,1317.88,1885441.3128900002,1611619199999,2644267236.8971877,1661512,943347.2582899999,1324815913.9859085,0.0
2021-01-26 00:00:00,1317.6,1378.49,1244.56,1365.97,1682923.65799,1611705599999,2216751668.392713,1423178,856659.30135,1128968367.8538911,0.0
2021-01-27 00:00:00,1366.54,1373.9,1207.0,1239.03,2009772.0835799999,1611791999999,2554649901.074845,1737296,997748.2456700001,1268777717.4971035,0.0
2021-01-28 00:00:00,1238.93,1360.0,1217.23,1329.69,1365269.71962,1611878399999,1790490878.1937945,1275024,702526.23919,922191761.3683512,0.0
2021-01-29 00:00:00,1329.44,1436.9,1285.35,1379.5,2253963.18682,1611964799999,3077996801.2317657,1714076,1126572.3840299998,1539947796.2074938,0.0
2021-01-30 00:00:00,1379.56,1406.0,1326.41,1378.05,1040042.2363,1612051199999,1414231402.543883,1013174,508185.46266,691043000.9994265,0.0
2021-01-31 00:00:00,1378.04,1380.74,1281.12,1312.55,958704.85571,1612137599999,1276842259.9713488,828176,448756.56133999996,597602925.7805631,0.0
2021-02-01 00:00:00,1312.45,1377.99,1269.99,1374.17,1096397.9186200001,1612223999999,1449463766.7237954,915584,550007.37258,727808340.6755197,0.0
2021-02-02 00:00:00,1374.09,1547.9,1360.28,1511.87,1944227.99878,1612310399999,2821617332.399785,1614541,986022.09176,1431300798.430241,0.0
2021-02-03 00:00:00,1511.93,1669.35,1508.39,1664.49,1535869.88801,1612396799999,2418887041.587561,1384979,793334.97198,1249029451.1419609,0.0
2021-02-04 00:00:00,1664.67,1695.2,1554.44,1595.67,1646502.32962,1612483199999,2693099602.2756076,1507993,825236.64834,1350478681.245404,0.0
